dataset,mode,n_reports,deploy_rate,deploy_lo,deploy_hi,mean_test_primary,mean_real_only_test_primary,mean_delta,mean_delta_lo,mean_delta_hi,deploy_only_mean_delta,deploy_only_delta_lo,deploy_only_delta_hi,harm_rate_lt0,harm_lo,harm_hi,harm_rate_lt_0p01,severe_harm_lo,severe_harm_hi,policy_manifest_sha256
chapman_shaoxing,baseline_rla,1000,0.215,0.19,0.24,0.29153743546171573,0.2816571933471722,0.00988024211454356,0.008321196036862604,0.011518437902487015,0.045954614486249094,0.040776066310752326,0.05117314568711784,0.011,0.005,0.018,0.003,0.0,0.007,078ec0504d6026e00ec77338add2e5a0d39d76ae212a557673ea429f4e63613c
chapman_shaoxing,no_cert,1000,0.638,0.607,0.668,0.29168212080221423,0.28029307258876235,0.011389048213451887,0.009673862325079947,0.013115065597576341,0.017851172748357187,0.015336868311168764,0.020415427922141117,0.184,0.16,0.208,0.083,0.066,0.1,078ec0504d6026e00ec77338add2e5a0d39d76ae212a557673ea429f4e63613c
chapman_shaoxing,always_aug_r010,1000,1.0,1.0,1.0,0.2754703461324519,0.2830978605936334,-0.007627514461181472,-0.009692997012191076,-0.005545851622039428,-0.007627514461181472,-0.009735197127970732,-0.0055312624444579,0.629,0.599,0.659,0.443,0.412,0.474,078ec0504d6026e00ec77338add2e5a0d39d76ae212a557673ea429f4e63613c
cpsc2018,baseline_rla,1000,0.273,0.246,0.301,0.2984900597824582,0.287252931506878,0.011237128275580157,0.009757522197431378,0.01275614148271889,0.04116164203509215,0.03742519369936196,0.04483303892138224,0.013,0.007,0.02,0.002,0.0,0.005,078ec0504d6026e00ec77338add2e5a0d39d76ae212a557673ea429f4e63613c
cpsc2018,no_cert,1000,0.702,0.674,0.73,0.3011543012458251,0.2883238596879018,0.012830441557923268,0.011308715145999017,0.014396050582810998,0.018276982276243973,0.01619675869057417,0.020363819517079995,0.182,0.159,0.206,0.071,0.056,0.087,078ec0504d6026e00ec77338add2e5a0d39d76ae212a557673ea429f4e63613c
cpsc2018,always_aug_r010,1000,1.0,1.0,1.0,0.27894231845980183,0.2855584762846658,-0.006616157824864007,-0.008503430353297108,-0.004808591992909502,-0.006616157824864007,-0.008520054235254438,-0.004796047748850306,0.576,0.545,0.607,0.364,0.335,0.394,078ec0504d6026e00ec77338add2e5a0d39d76ae212a557673ea429f4e63613c
g12ec,baseline_rla,1000,0.088,0.071,0.106,0.3668460354886678,0.36450355436112847,0.0023424811275393025,0.001672548276776551,0.0031030679173721363,0.02661910372203753,0.020680855822609142,0.033075320396953975,0.011,0.005,0.018,0.006,0.002,0.011,078ec0504d6026e00ec77338add2e5a0d39d76ae212a557673ea429f4e63613c
g12ec,no_cert,1000,0.356,0.327,0.3850249999999996,0.3701069931432611,0.3668563739394649,0.0032506192037962175,0.002503481495477614,0.004089111805926278,0.009130952819652297,0.007104986605800167,0.01126000296085323,0.107,0.088,0.126,0.034,0.023,0.045,078ec0504d6026e00ec77338add2e5a0d39d76ae212a557673ea429f4e63613c
g12ec,always_aug_r010,1000,1.0,1.0,1.0,0.34692956563680927,0.3664560732742625,-0.019526507637453214,-0.021199028037820592,-0.017904734426103762,-0.019526507637453214,-0.02113263888157634,-0.017850534727491534,0.773,0.747,0.799,0.597,0.567,0.627,078ec0504d6026e00ec77338add2e5a0d39d76ae212a557673ea429f4e63613c
