model,threshold_bp,threshold,net_benefit,net_benefit_ci_low,net_benefit_ci_high,n_folds,endpoint,stage
rla_selected,3400,0.34,0.4923262247779945,0.4457720214626456,0.525023539911408,5,any_abnormal,calibrated
rla_selected,3500,0.35,0.4852334521040277,0.4376239337460629,0.5221561740070252,5,any_abnormal,calibrated
rla_selected,3600,0.36,0.4771943311522817,0.4274812915793394,0.5167556065928128,5,any_abnormal,calibrated
rla_selected,3700,0.37,0.4696138796765653,0.4194070385280868,0.5135270175799763,5,any_abnormal,calibrated
rla_selected,3800,0.38,0.4602912980704335,0.4082458625310862,0.5065962991693614,5,any_abnormal,calibrated
rla_selected,3900,0.39,0.4510822526141912,0.3981121637005027,0.5005275490452292,5,any_abnormal,calibrated
rla_selected,4000,0.4,0.4433496133258359,0.3891874170847421,0.4946050616950373,5,any_abnormal,calibrated
rla_selected,4100,0.41,0.4361269924571277,0.3812193767689534,0.4889081741535728,5,any_abnormal,calibrated
rla_selected,4200,0.42,0.4279006243243494,0.3731816329835038,0.4808746936988139,5,any_abnormal,calibrated
rla_selected,4300,0.43,0.4198872420394625,0.3652204052343701,0.4752812184473612,5,any_abnormal,calibrated
rla_selected,4400,0.44,0.41234825190729,0.3567122555836416,0.468676419500521,5,any_abnormal,calibrated
rla_selected,4500,0.45,0.4046892034625079,0.3470568323721525,0.4608238559603055,5,any_abnormal,calibrated
rla_selected,4600,0.46,0.3970066559399172,0.335995734183251,0.4538042771222992,5,any_abnormal,calibrated
rla_selected,4700,0.47,0.3893056368987198,0.3280752557883317,0.4479549127466825,5,any_abnormal,calibrated
rla_selected,4800,0.48,0.3830044607823586,0.3216607002321673,0.4415521792446948,5,any_abnormal,calibrated
rla_selected,4900,0.49,0.3764592628612527,0.3151027471198648,0.4371399356824599,5,any_abnormal,calibrated
rla_selected,5000,0.5,0.3703701994347765,0.3078565398686987,0.4323426101053769,5,any_abnormal,calibrated
treat_all,100,0.01,0.6774752350542677,0.6727088096177531,0.6829461428218521,5,any_abnormal,calibrated
treat_all,200,0.02,0.6741841660242093,0.6693691035934445,0.6797108993812587,5,any_abnormal,calibrated
treat_all,300,0.03,0.6708252399007475,0.6659605376511089,0.6764089498903438,5,any_abnormal,calibrated
treat_all,400,0.04,0.6673963361497137,0.6624809599183079,0.6730382097850349,5,any_abnormal,calibrated
treat_all,500,0.05,0.6638952449512895,0.658928127917448,0.6695965067301406,5,any_abnormal,calibrated
treat_all,600,0.06,0.6603196624507713,0.6552997037463569,0.6660815759506741,5,any_abnormal,calibrated
treat_all,700,0.07,0.6566671857029303,0.6515932489479308,0.6624910552619715,5,any_abnormal,calibrated
treat_all,800,0.08,0.6529353072866577,0.6478062190451909,0.6588224797756886,5,any_abnormal,calibrated
treat_all,900,0.09,0.6491214095645331,0.6439359577160172,0.6550732762567402,5,any_abnormal,calibrated
treat_all,1000,0.1,0.6452227585596945,0.6399796905795284,0.6512407571040373,5,any_abnormal,calibrated
treat_all,1100,0.11,0.6412364974199158,0.6359345185635681,0.6473221139254309,5,any_abnormal,calibrated
treat_all,1200,0.12,0.6371596394360513,0.6317974108199722,0.6433144106745836,5,any_abnormal,calibrated
treat_all,1300,0.13,0.6329890605789943,0.6275651971512364,0.6392145763145214,5,any_abnormal,calibrated
treat_all,1400,0.14,0.6287214915159594,0.6232345599088088,0.6350193969693413,5,any_abnormal,calibrated
treat_all,1500,0.15,0.624353509063206,0.6188020253195007,0.6307255075219218,5,any_abnormal,calibrated
treat_all,1600,0.16,0.6198815270282442,0.6142639541923519,0.6263293826114685,5,any_abnormal,calibrated
treat_all,1700,0.17,0.6153017863900302,0.6096165319537055,0.6218273269802814,5,any_abnormal,calibrated
treat_all,1800,0.18,0.6106103447606404,0.6048557579531411,0.6172154651141872,5,any_abnormal,calibrated
treat_all,1900,0.19,0.6058030650663273,0.5999774339772539,0.6124897301155969,5,any_abnormal,calibrated
treat_all,2000,0.2,0.6008756033796564,0.5949771519019695,0.607645851742042,5,any_abnormal,calibrated
treat_all,2100,0.21,0.5958233958275001,0.5898502804070577,0.602679343536245,5,any_abnormal,calibrated
treat_all,2200,0.22,0.5906416444919552,0.5845919506686866,0.5975854889661969,5,any_abnormal,calibrated
treat_all,2300,0.23,0.5853253022126299,0.5791970409371111,0.5923593264852384,5,any_abnormal,calibrated
treat_all,2400,0.24,0.5798690561891119,0.57366015989681,0.5869956334126757,5,any_abnormal,calibrated
treat_all,2500,0.25,0.5742673102716334,0.5679756286954342,0.5814889085248447,5,any_abnormal,calibrated
treat_all,2600,0.26,0.5685141658158447,0.5621374615156427,0.5758333532346399,5,any_abnormal,calibrated
treat_all,2700,0.27,0.5626034009640069,0.5561393445501036,0.5700228512241555,5,any_abnormal,calibrated
treat_all,2800,0.28,0.5565284481996181,0.5499746132244105,0.5640509463800466,5,any_abnormal,calibrated
treat_all,2900,0.29,0.5502823700052466,0.5436362274951769,0.5579108188642726,5,any_abnormal,calibrated
treat_all,3000,0.3,0.543857832433893,0.5371167450308223,0.5515952591337623,5,any_abnormal,calibrated
treat_all,3100,0.31,0.5372470763822103,0.5304082920602544,0.5450966397009183,5,any_abnormal,calibrated
treat_all,3200,0.32,0.5304418863290075,0.5235025316493758,0.5384068844024023,5,any_abnormal,calibrated
treat_all,3300,0.33,0.5234335562742165,0.51639062913668,0.5315174349158709,5,any_abnormal,calibrated
treat_all,3400,0.34,0.5162128525814016,0.5090632144266296,0.524419214232778,5,any_abnormal,calibrated
treat_all,3500,0.35,0.5087699733903462,0.501510340802424,0.5171025867594362,5,any_abnormal,calibrated
treat_all,3600,0.36,0.5010945042245705,0.4937214398774618,0.5095573146775524,5,any_abnormal,calibrated
treat_all,3700,0.37,0.4931753693709922,0.4856852722564692,0.5017725101486247,5,any_abnormal,calibrated
treat_all,3800,0.38,0.4850007785543952,0.4773898734218961,0.4937365828929573,5,any_abnormal,calibrated
treat_all,3900,0.39,0.4765581683667624,0.4688224942976649,0.4854371826125139,5,any_abnormal,calibrated
treat_all,4000,0.4,0.4678341378395417,0.4599695358692927,0.4768611356560558,5,any_abnormal,calibrated
treat_all,4100,0.41,0.4588143774639409,0.4508164771552129,0.4679943752434468,5,any_abnormal,calibrated
treat_all,4200,0.42,0.4494835908684915,0.4413477957268544,0.4588218644717819,5,any_abnormal,calibrated
treat_all,4300,0.43,0.4398254082521493,0.4315468798624133,0.4493275112169009,5,any_abnormal,calibrated
treat_all,4400,0.44,0.4298222905423662,0.4213959312885278,0.4394940739172027,5,any_abnormal,calibrated
treat_all,4500,0.45,0.4194554230976819,0.4108758573119556,0.4293030570793337,5,any_abnormal,calibrated
treat_all,4600,0.46,0.4087045975994908,0.3999661509658807,0.4187345951733955,5,any_abnormal,calibrated
treat_all,4700,0.47,0.3975480805730661,0.3886447575878785,0.4077673233842142,5,any_abnormal,calibrated
treat_all,4800,0.48,0.3859624667379328,0.37688792600303,0.3963782334492952,5,any_abnormal,calibrated
treat_all,4900,0.49,0.3739225151053432,0.3646700421991679,0.3845425125365364,5,any_abnormal,calibrated
treat_all,5000,0.5,0.3614009654074501,0.3519634430431511,0.372233362787267,5,any_abnormal,calibrated
treat_none,100,0.01,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,200,0.02,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,300,0.03,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,400,0.04,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,500,0.05,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,600,0.06,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,700,0.07,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,800,0.08,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,900,0.09,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,1000,0.1,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,1100,0.11,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,1200,0.12,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,1300,0.13,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,1400,0.14,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,1500,0.15,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,1600,0.16,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,1700,0.17,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,1800,0.18,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,1900,0.19,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,2000,0.2,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,2100,0.21,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,2200,0.22,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,2300,0.23,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,2400,0.24,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,2500,0.25,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,2600,0.26,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,2700,0.27,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,2800,0.28,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,2900,0.29,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,3000,0.3,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,3100,0.31,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,3200,0.32,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,3300,0.33,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,3400,0.34,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,3500,0.35,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,3600,0.36,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,3700,0.37,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,3800,0.38,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,3900,0.39,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,4000,0.4,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,4100,0.41,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,4200,0.42,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,4300,0.43,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,4400,0.44,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,4500,0.45,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,4600,0.46,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,4700,0.47,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,4800,0.48,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,4900,0.49,0.0,0.0,0.0,5,any_abnormal,calibrated
treat_none,5000,0.5,0.0,0.0,0.0,5,any_abnormal,calibrated
real_only,100,0.01,-0.0033863983607295,-0.0046150323642892,-0.0012308985559457,5,mi,raw
real_only,200,0.02,-0.0136250350786962,-0.0148662061639248,-0.0114475403779452,5,mi,raw
real_only,300,0.03,-0.0240747777083734,-0.0253287443718004,-0.0218748346086456,5,mi,raw
real_only,400,0.04,-0.0347422233095024,-0.0360092521256733,-0.0325193641358191,5,mi,raw
real_only,500,0.05,-0.0456342467127603,-0.0469146126743646,-0.0433879890214593,5,mi,raw
real_only,600,0.06,-0.0567580152948109,-0.0580520021709004,-0.0544878612450918,5,mi,raw
real_only,700,0.07,-0.0681210047065831,-0.0694289054200499,-0.0658264403982648,5,mi,raw
real_only,800,0.08,-0.0797310156273068,-0.0810531326528764,-0.0774115104025938,5,mi,raw
real_only,900,0.09,-0.0915961916232113,-0.0929328374073037,-0.0892511973300949,5,mi,raw
real_only,1000,0.1,-0.1037250381968026,-0.1050765356007182,-0.1013539884115403,5,mi,raw
real_only,1100,0.11,-0.1161130850543672,-0.1174931258883667,-0.1137220732932793,5,mi,raw
real_only,1200,0.12,-0.1287802220928403,-0.1301919114098254,-0.1263700228439487,5,mi,raw
real_only,1300,0.13,-0.1416553245099117,-0.1431826230352257,-0.139267113268548,5,mi,raw
real_only,1400,0.14,-0.1546828103434425,-0.1564754442333098,-0.1521342440446641,5,mi,raw
real_only,1500,0.15,-0.1680269973869478,-0.1700381240149506,-0.1646502535085906,5,mi,raw
real_only,1600,0.16,-0.1812167013193762,-0.1837789762202083,-0.1754841033954787,5,mi,raw
real_only,1700,0.17,-0.1940197633754894,-0.1979811136437642,-0.1841794630562238,5,mi,raw
real_only,1800,0.18,-0.2068925767359281,-0.2125906394199077,-0.1924285460093184,5,mi,raw
real_only,1900,0.19,-0.219088511189745,-0.2275608942275608,-0.1973310516677174,5,mi,raw
real_only,2000,0.2,-0.2316123107706463,-0.2429054054054054,-0.2022156174007024,5,mi,raw
real_only,2100,0.21,-0.2433710115055218,-0.2586383852206637,-0.2027891880059785,5,mi,raw
real_only,2200,0.22,-0.2557984085138908,-0.2747747747747747,-0.2054288861638226,5,mi,raw
real_only,2300,0.23,-0.2666803741107982,-0.2913302913302913,-0.2018159360229071,5,mi,raw
real_only,2400,0.24,-0.2773552417304461,-0.3083214793741109,-0.1980773332954109,5,mi,raw
real_only,2500,0.25,-0.2873269313625973,-0.3257657657657657,-0.1939385751598667,5,mi,raw
real_only,2600,0.26,-0.2974570440658349,-0.3435295836376917,-0.191219319833208,5,mi,raw
real_only,2700,0.27,-0.307671321508611,-0.3614783413550537,-0.1888167951645797,5,mi,raw
real_only,2800,0.28,-0.3164986080379217,-0.3800515220705709,-0.1827404004923594,5,mi,raw
real_only,2900,0.29,-0.326060001890455,-0.3990070254369053,-0.1810325340315331,5,mi,raw
real_only,3000,0.3,-0.3338763894554221,-0.4184485555923005,-0.1762226425290461,5,mi,raw
real_only,3100,0.31,-0.3414923621388149,-0.4372777868972434,-0.173396535993014,5,mi,raw
real_only,3200,0.32,-0.347249891212318,-0.4550519294188097,-0.1687731455727386,5,mi,raw
real_only,3300,0.33,-0.3540117491658382,-0.4739762954508223,-0.1664435186940197,5,mi,raw
real_only,3400,0.34,-0.3580600833694592,-0.491113896658074,-0.1618809003299681,5,mi,raw
real_only,3500,0.35,-0.3632820819905391,-0.5088066719058342,-0.1613763431920686,5,mi,raw
real_only,3600,0.36,-0.3677080007594733,-0.5258775554634613,-0.1604262361523911,5,mi,raw
real_only,3700,0.37,-0.3704280610559994,-0.5421103770231034,-0.1605070272727662,5,mi,raw
real_only,3800,0.38,-0.373141897368863,-0.5568729241395914,-0.1596177144799574,5,mi,raw
real_only,3900,0.39,-0.3759295358629079,-0.5724300969082708,-0.1596298740703664,5,mi,raw
real_only,4000,0.4,-0.3774643424835265,-0.5876086010355128,-0.1578582365126541,5,mi,raw
real_only,4100,0.41,-0.3792472943453026,-0.6034624074933381,-0.1576229969911933,5,mi,raw
real_only,4200,0.42,-0.3794667857582633,-0.6181482995074754,-0.1560854941348563,5,mi,raw
real_only,4300,0.43,-0.3801905030216865,-0.6313029176305816,-0.1567603824476077,5,mi,raw
real_only,4400,0.44,-0.3790793388826353,-0.6415665060783948,-0.1570251283436908,5,mi,raw
real_only,4500,0.45,-0.3773185426344032,-0.650461822191625,-0.1562771732455601,5,mi,raw
real_only,4600,0.46,-0.376443260877738,-0.6610338844653895,-0.1564281925805838,5,mi,raw
real_only,4700,0.47,-0.3725155713390305,-0.667587913929846,-0.1564911064322238,5,mi,raw
real_only,4800,0.48,-0.3686404506058653,-0.6711507824204392,-0.1563735372976118,5,mi,raw
real_only,4900,0.49,-0.3650872479358261,-0.6762486619365682,-0.1560712261127093,5,mi,raw
real_only,5000,0.5,-0.3606048474846097,-0.6807461971563566,-0.1556606322615508,5,mi,raw
rla_selected,100,0.01,-0.0033863983607295,-0.0046150323642892,-0.0012308985559457,5,mi,raw
rla_selected,200,0.02,-0.0136250350786962,-0.0148662061639248,-0.0114475403779452,5,mi,raw
rla_selected,300,0.03,-0.0240747777083734,-0.0253287443718004,-0.0218748346086456,5,mi,raw
rla_selected,400,0.04,-0.0347422233095024,-0.0360092521256733,-0.0325193641358191,5,mi,raw
rla_selected,500,0.05,-0.0456342467127603,-0.0469146126743646,-0.0433879890214593,5,mi,raw
rla_selected,600,0.06,-0.0567511166417729,-0.0580209582322294,-0.0544878612450918,5,mi,raw
rla_selected,700,0.07,-0.0680721948818626,-0.0692092612088079,-0.0658264403982648,5,mi,raw
rla_selected,800,0.08,-0.0795947422346867,-0.0807873090481786,-0.0774115104025938,5,mi,raw
rla_selected,900,0.09,-0.0913663755057972,-0.0926640926640926,-0.0892511973300949,5,mi,raw
rla_selected,1000,0.1,-0.1032927226064216,-0.1048048048048048,-0.1013539884115403,5,mi,raw
rla_selected,1100,0.11,-0.1154318236886264,-0.117218341937443,-0.1136309955705867,5,mi,raw
rla_selected,1200,0.12,-0.1277927739829928,-0.1299140049140049,-0.1253801183955196,5,mi,raw
rla_selected,1300,0.13,-0.1403068228623297,-0.142901522211867,-0.1367418560376661,5,mi,raw
rla_selected,1400,0.14,-0.152844212352956,-0.1561910747957259,-0.1477928655360273,5,mi,raw
rla_selected,1500,0.15,-0.1655157524134112,-0.1697933227344992,-0.1582084333328034,5,mi,raw
rla_selected,1600,0.16,-0.1773593139980602,-0.1837194337194337,-0.1655485647379729,5,mi,raw
rla_selected,1700,0.17,-0.1888716920303954,-0.1979811136437642,-0.1724239297096519,5,mi,raw
rla_selected,1800,0.18,-0.2006371810287692,-0.2125906394199077,-0.1799276398600245,5,mi,raw
rla_selected,1900,0.19,-0.2117338089237575,-0.2275608942275608,-0.1863336902605568,5,mi,raw
rla_selected,2000,0.2,-0.2231956666204166,-0.2429054054054054,-0.1933058632801945,5,mi,raw
rla_selected,2100,0.21,-0.233840231251126,-0.2586383852206637,-0.1980237978787806,5,mi,raw
rla_selected,2200,0.22,-0.2453590955077039,-0.2747747747747747,-0.2002092296607292,5,mi,raw
rla_selected,2300,0.23,-0.2553868311231185,-0.2913302913302913,-0.1961691645290672,5,mi,raw
rla_selected,2400,0.24,-0.2653726911683935,-0.3082958748221905,-0.1921116625663049,5,mi,raw
rla_selected,2500,0.25,-0.2754020656701013,-0.3254684684684684,-0.1882734396109159,5,mi,raw
rla_selected,2600,0.26,-0.2857258865736048,-0.343186608400904,-0.185752572350789,5,mi,raw
rla_selected,2700,0.27,-0.2961244946056086,-0.36146428099473,-0.1833232780477693,5,mi,raw
rla_selected,2800,0.28,-0.3055164207709465,-0.3800515220705709,-0.1775646221741871,5,mi,raw
rla_selected,2900,0.29,-0.3157863043219113,-0.3990070254369053,-0.1761054302034851,5,mi,raw
rla_selected,3000,0.3,-0.3247514237516939,-0.4184485555923005,-0.1716949087119311,5,mi,raw
rla_selected,3100,0.31,-0.3341604370485401,-0.4372777868972434,-0.1693420109723576,5,mi,raw
rla_selected,3200,0.32,-0.341935385486413,-0.4550519294188097,-0.1653146208496908,5,mi,raw
rla_selected,3300,0.33,-0.3507128503040781,-0.4739762954508223,-0.1634362636963789,5,mi,raw
rla_selected,3400,0.34,-0.3571425041508803,-0.491113896658074,-0.1594024547010227,5,mi,raw
rla_selected,3500,0.35,-0.3648300009942808,-0.5088066719058342,-0.1592646478082846,5,mi,raw
rla_selected,3600,0.36,-0.3708845244528506,-0.5258775554634613,-0.1588574034044852,5,mi,raw
rla_selected,3700,0.37,-0.3770602015919498,-0.5421103770231034,-0.1593010040186478,5,mi,raw
rla_selected,3800,0.38,-0.3818257687135148,-0.5568729241395914,-0.1589718559064245,5,mi,raw
rla_selected,3900,0.39,-0.3879321662456482,-0.5724300969082708,-0.1596816987876559,5,mi,raw
rla_selected,4000,0.4,-0.3924909897738863,-0.5876086010355128,-0.1585607493470232,5,mi,raw
rla_selected,4100,0.41,-0.3977696258442734,-0.6034624074933381,-0.159106334064545,5,mi,raw
rla_selected,4200,0.42,-0.4016295427069029,-0.6181482995074754,-0.1584334150136496,5,mi,raw
rla_selected,4300,0.43,-0.4054577752427835,-0.6313029176305816,-0.159675194470911,5,mi,raw
rla_selected,4400,0.44,-0.4069694405873816,-0.6415665060783948,-0.1603369745628594,5,mi,raw
rla_selected,4500,0.45,-0.4076801621449014,-0.650461822191625,-0.1600083515511777,5,mi,raw
rla_selected,4600,0.46,-0.4096161738609726,-0.6610338844653895,-0.1606132476707996,5,mi,raw
rla_selected,4700,0.47,-0.4097938192483776,-0.6686965833758286,-0.1615437948948015,5,mi,raw
rla_selected,4800,0.48,-0.4081468008028396,-0.6732681912681913,-0.1619333652027518,5,mi,raw
rla_selected,4900,0.49,-0.406575192800124,-0.6793540010598834,-0.162196756573475,5,mi,raw
rla_selected,5000,0.5,-0.4058444832295143,-0.6855945945945946,-0.1623345041880572,5,mi,raw
treat_all,100,0.01,-0.0033863983607295,-0.0046150323642892,-0.0012308985559457,5,mi,raw
treat_all,200,0.02,-0.0136250350786962,-0.0148662061639248,-0.0114475403779452,5,mi,raw
treat_all,300,0.03,-0.0240747777083734,-0.0253287443718004,-0.0218748346086456,5,mi,raw
treat_all,400,0.04,-0.0347422233095024,-0.0360092521256733,-0.0325193641358191,5,mi,raw
treat_all,500,0.05,-0.0456342467127603,-0.0469146126743646,-0.0433879890214593,5,mi,raw
treat_all,600,0.06,-0.0567580152948109,-0.0580520021709004,-0.0544878612450918,5,mi,raw
treat_all,700,0.07,-0.0681210047065831,-0.0694289054200499,-0.0658264403982648,5,mi,raw
treat_all,800,0.08,-0.0797310156273068,-0.0810531326528764,-0.0774115104025938,5,mi,raw
treat_all,900,0.09,-0.0915961916232113,-0.0929328374073037,-0.0892511973300949,5,mi,raw
treat_all,1000,0.1,-0.1037250381968026,-0.1050765356007182,-0.1013539884115403,5,mi,raw
treat_all,1100,0.11,-0.1161264431203621,-0.1174931258883667,-0.1137287523262768,5,mi,raw
treat_all,1200,0.12,-0.1288096981558208,-0.1301919114098254,-0.1263847608754389,5,mi,raw
treat_all,1300,0.13,-0.1417845222725543,-0.1431826230352257,-0.1393317121498693,5,mi,raw
treat_all,1400,0.14,-0.1550610864850259,-0.1564754442333098,-0.1525797553144027,5,mi,raw
treat_all,1500,0.15,-0.1686500404436733,-0.1700810376948781,-0.166139517141631,5,mi,raw
treat_all,1600,0.16,-0.1825625409251456,-0.1840105738579124,-0.1800221304409361,5,mi,raw
treat_all,1700,0.17,-0.196810282382075,-0.1982757614947547,-0.1942392645426342,5,mi,raw
treat_all,1800,0.18,-0.2114055297281979,-0.2128888805373736,-0.2088031580126662,5,mi,raw
treat_all,1900,0.19,-0.2263611535520028,-0.2278628173341313,-0.2237266537906004,5,mi,raw
treat_all,2000,0.2,-0.2416906679714029,-0.243211102550808,-0.2390232369629829,5,mi,raw
treat_all,2100,0.21,-0.2574082713634459,-0.2589479519501853,-0.2547070754055523,5,mi,raw
treat_all,2200,0.22,-0.2735288902270799,-0.275088310308521,-0.2707930635517774,5,mi,raw
treat_all,2300,0.23,-0.2900682264637952,-0.2916478987540862,-0.2872968695719303,5,mi,raw
treat_all,2400,0.24,-0.3070428083909504,-0.3086432658429558,-0.3042349862768241,5,mi,raw
treat_all,2500,0.25,-0.324470045836163,-0.3260918427208618,-0.3216247860938485,5,mi,raw
treat_all,2600,0.26,-0.3423682896988139,-0.3440120027576303,-0.3394845805005221,5,mi,raw
treat_all,2700,0.27,-0.3607568964070169,-0.3624231260830773,-0.357833684342995,5,mi,raw
treat_all,2800,0.28,-0.3796562977460033,-0.3813456695008979,-0.3766924855144255,5,mi,raw
treat_all,2900,0.29,-0.3990880765874962,-0.4008012423107696,-0.3960825205216709,5,mi,raw
treat_all,3000,0.3,-0.4190750491101747,-0.4208126886294949,-0.4160265565291234,5,mi,raw
treat_all,3100,0.31,-0.4396413541697425,-0.4414041768705021,-0.4365486805367919,5,mi,raw
treat_all,3200,0.32,-0.4608125505545916,-0.4626012971185977,-0.4576743964270388,5,mi,raw
treat_all,3300,0.33,-0.4826157229509289,-0.4844311672248454,-0.4794307307020692,5,mi,raw
treat_all,3400,0.34,-0.5050795975410945,-0.506922548546434,-0.5018463478339189,5,mi,raw
treat_all,3500,0.35,-0.5282346682724958,-0.5301059723702252,-0.5249516762621329,5,mi,raw
treat_all,3600,0.36,-0.5521133349642536,-0.55401387818851,-0.5487790462037287,5,mi,raw
treat_all,3700,0.37,-0.5767500545668608,-0.5786807651438831,-0.5733628405879149,5,mi,raw
treat_all,3800,0.38,-0.6021815070598746,-0.6041433581300748,-0.5987396605973974,5,mi,raw
treat_all,3900,0.39,-0.6284467776674136,-0.6304407902305679,-0.6249485074924367,5,mi,raw
treat_all,4000,0.4,-0.6555875572952039,-0.6576148034010774,-0.6520309826173107,5,mi,raw
treat_all,4100,0.41,-0.6836483633510546,-0.6857099695604174,-0.6800315077464174,5,mi,raw
treat_all,4200,0.42,-0.7126767834088314,-0.7147739345528384,-0.708997568224804,5,mi,raw
treat_all,4300,0.43,-0.7427237445212671,-0.7448576877906076,-0.7389799817024322,5,mi,raw
treat_all,4400,0.44,-0.7738438113877184,-0.7760158607868686,-0.7700331956614043,5,mi,raw
treat_all,4500,0.45,-0.8060955170493133,-0.8083070582557206,-0.8022156174007025,5,mi,raw
treat_all,4600,0.46,-0.8395417303280043,-0.841794226001197,-0.8355899806859007,5,mi,raw
treat_all,4700,0.47,-0.8742500648624949,-0.8765450604540498,-0.8702237539063893,5,mi,raw
treat_all,4800,0.48,-0.9102933353406196,-0.9126324654627812,-0.906189595327666,5,mi,raw
treat_all,4900,0.49,-0.947750067406122,-0.9501350628247968,-0.9435658619027184,5,mi,raw
treat_all,5000,0.5,-0.9867050687542444,-0.9891377640812928,-0.9824371791407728,5,mi,raw
treat_none,100,0.01,0.0,0.0,0.0,5,mi,raw
treat_none,200,0.02,0.0,0.0,0.0,5,mi,raw
treat_none,300,0.03,0.0,0.0,0.0,5,mi,raw
treat_none,400,0.04,0.0,0.0,0.0,5,mi,raw
treat_none,500,0.05,0.0,0.0,0.0,5,mi,raw
treat_none,600,0.06,0.0,0.0,0.0,5,mi,raw
treat_none,700,0.07,0.0,0.0,0.0,5,mi,raw
treat_none,800,0.08,0.0,0.0,0.0,5,mi,raw
treat_none,900,0.09,0.0,0.0,0.0,5,mi,raw
treat_none,1000,0.1,0.0,0.0,0.0,5,mi,raw
treat_none,1100,0.11,0.0,0.0,0.0,5,mi,raw
treat_none,1200,0.12,0.0,0.0,0.0,5,mi,raw
treat_none,1300,0.13,0.0,0.0,0.0,5,mi,raw
treat_none,1400,0.14,0.0,0.0,0.0,5,mi,raw
treat_none,1500,0.15,0.0,0.0,0.0,5,mi,raw
treat_none,1600,0.16,0.0,0.0,0.0,5,mi,raw
treat_none,1700,0.17,0.0,0.0,0.0,5,mi,raw
treat_none,1800,0.18,0.0,0.0,0.0,5,mi,raw
treat_none,1900,0.19,0.0,0.0,0.0,5,mi,raw
treat_none,2000,0.2,0.0,0.0,0.0,5,mi,raw
treat_none,2100,0.21,0.0,0.0,0.0,5,mi,raw
treat_none,2200,0.22,0.0,0.0,0.0,5,mi,raw
treat_none,2300,0.23,0.0,0.0,0.0,5,mi,raw
treat_none,2400,0.24,0.0,0.0,0.0,5,mi,raw
treat_none,2500,0.25,0.0,0.0,0.0,5,mi,raw
treat_none,2600,0.26,0.0,0.0,0.0,5,mi,raw
treat_none,2700,0.27,0.0,0.0,0.0,5,mi,raw
treat_none,2800,0.28,0.0,0.0,0.0,5,mi,raw
treat_none,2900,0.29,0.0,0.0,0.0,5,mi,raw
treat_none,3000,0.3,0.0,0.0,0.0,5,mi,raw
treat_none,3100,0.31,0.0,0.0,0.0,5,mi,raw
treat_none,3200,0.32,0.0,0.0,0.0,5,mi,raw
treat_none,3300,0.33,0.0,0.0,0.0,5,mi,raw
