model,threshold_bp,threshold,net_benefit,net_benefit_ci_low,net_benefit_ci_high,n_folds,endpoint,stage
rla_selected,2200,0.22,0.5882579213387104,0.5781394390046106,0.5963748674994284,5,any_abnormal,calibrated
rla_selected,2300,0.23,0.5817607915062657,0.5698910001176956,0.5894748534945778,5,any_abnormal,calibrated
rla_selected,2400,0.24,0.5743815361885585,0.5591637379924614,0.583015596107776,5,any_abnormal,calibrated
rla_selected,2500,0.25,0.5666102027453014,0.5469215892466365,0.5768583679599621,5,any_abnormal,calibrated
rla_selected,2600,0.26,0.559717173156565,0.5380958288374472,0.5709773758656822,5,any_abnormal,calibrated
rla_selected,2700,0.27,0.5533918607306769,0.5306528515612768,0.5636823571803492,5,any_abnormal,calibrated
rla_selected,2800,0.28,0.5460037064895211,0.5219806504694373,0.5570856249386376,5,any_abnormal,calibrated
rla_selected,2900,0.29,0.5372785013608088,0.511336462732374,0.5483639641216733,5,any_abnormal,calibrated
rla_selected,3000,0.3,0.5296811484739072,0.4975803544695736,0.5433396379356931,5,any_abnormal,calibrated
rla_selected,3100,0.31,0.520431092770578,0.4833378831882173,0.5391915228551625,5,any_abnormal,calibrated
rla_selected,3200,0.32,0.5100842310912403,0.4686130848492372,0.5353195479759048,5,any_abnormal,calibrated
rla_selected,3300,0.33,0.5019508136381269,0.459591717468072,0.5308339416131985,5,any_abnormal,calibrated
